,医院名称,年手术台数,HC敏感度,推广敏感度,价格敏感度,当前HC,份额,HC下限,推广费用,产品A价格,产品A均价,产品A份额,产品B价格,产品B均价,产品B份额,产品C价格,产品C均价,产品C份额,HC决策,推广决策,产品A价格决策,产品B价格决策,产品C价格决策,渠道牌,准入牌,信息牌
47,小型医院17,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
48,小型医院18,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
49,小型医院19,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
50,小型医院2,360,1.0,0.8,1.2,0.0,0.29722217059540923,0,4276.8,500,712.5,0,300,387.5,0,100,200.0,0,0.0,4276.8,500,300,100,0,0,0
51,小型医院20,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
52,小型医院21,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
53,小型医院22,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
54,小型医院23,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
55,小型医院24,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
56,小型医院25,200,1.0,0.8,1.2,0.0,0.29726681127982646,0,2376.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2376.0,500,300,100,0,0,0
57,小型医院3,340,1.0,0.8,1.2,0.0,0.29722207855215377,0,4039.2,500,712.5,0,300,387.5,0,100,200.0,0,0.0,4039.2,500,300,100,0,0,0
58,小型医院4,320,1.0,0.8,1.2,0.0,0.29722210074114686,0,3801.6,500,712.5,0,300,387.5,0,100,200.0,0,0.0,3801.6,500,300,100,0,0,0
59,小型医院5,300,1.0,0.8,1.2,0.0,0.29722212588867697,0,3564.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,3564.0,500,300,100,0,0,0
60,小型医院6,280,1.0,0.8,1.2,0.0,0.29722215462871737,0,3326.4,500,712.5,0,300,387.5,0,100,200.0,0,0.0,3326.4,500,300,100,0,0,0
61,小型医院7,260,1.0,0.8,1.2,0.0,0.29722218779031034,0,3088.8,500,712.5,0,300,387.5,0,100,200.0,0,0.0,3088.8,500,300,100,0,0,0
62,小型医院8,240,1.0,0.8,1.2,0.0,0.29722205882860747,0,2851.1999999999994,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2851.1999999999994,500,300,100,0,0,0
63,小型医院9,220,1.0,0.8,1.2,0.0,0.29722208931045296,0,2613.6,500,712.5,0,300,387.5,0,100,200.0,0,0.0,2613.6,500,300,100,0,0,0
64,私立医院1,2500,0.8,0.8,1.2,0.75,0.29722212588867697,0,29700.0,500,712.5,0,300,387.5,0,100,200.0,0,0.75,29700.0,500,300,100,0,0,0
65,私立医院2,2000,0.8,0.8,1.2,0.6,0.29722212588867697,0,23760.0,500,712.5,0,300,387.5,0,100,200.0,0,0.6,23760.0,500,300,100,0,0,0
66,私立医院3,800,0.8,0.8,1.2,0.2,0.244,0,7920.0,500,712.5,0,300,387.5,0,100,200.0,0,0.2,7920.0,500,300,100,0,0,0
67,私立医院4,500,0.8,0.8,1.2,0.125,0.244,0,4950.0,500,712.5,0,300,387.5,0,100,200.0,0,0.125,4950.0,500,300,100,0,0,0
68,私立医院5,300,0.8,0.8,1.2,0.0,0.3842335766423358,0,4752.0,500,712.5,0,300,387.5,0,100,200.0,0,0.0,4752.0,500,300,100,0,0,0
