,医院名称,年手术台数,HC敏感度,推广敏感度,价格敏感度,当前HC,份额,HC下限,推广费用,产品A价格,产品A均价,产品A份额,产品B价格,产品B均价,产品B份额,产品C价格,产品C均价,产品C份额,HC决策,推广决策,产品A价格决策,产品B价格决策,产品C价格决策,渠道牌,准入牌,信息牌
33,大型医院4,2500,1.2,1.2,0.8,0.45,0.20400636604774533,0,25110.0,750,712.5,0,350,387.5,0,250,200.0,0,0.45,25110.0,750,350,250,1,1,1
34,大型医院5,2000,1.2,1.2,0.8,0.36,0.20400636604774533,0,20088.0,750,712.5,0,350,387.5,0,250,200.0,0,0.36,20088.0,750,350,250,1,1,1
35,大型医院6,1500,1.2,1.2,0.8,0.27,0.20400636604774533,0,15066.0,750,712.5,0,350,387.5,0,250,200.0,0,0.27,15066.0,750,350,250,1,1,1
36,大型医院7,1500,1.2,1.2,0.8,0.27,0.20400636604774533,0,15066.0,750,712.5,0,350,387.5,0,250,200.0,1,0.27,15066.0,750,350,250,0,0,0
37,大型医院8,1500,1.2,1.2,0.8,0.27,0.20400636604774533,0,15066.0,750,712.5,0,350,387.5,0,250,200.0,1,0.27,15066.0,750,350,250,0,0,0
38,大型医院9,1500,1.2,1.2,0.8,0.27,0.20400636604774533,0,15066.0,750,712.5,0,350,387.5,0,250,200.0,1,0.27,15066.0,750,350,250,0,0,0
39,小型医院1,380,1.0,0.8,1.2,0.0,0.33713611929946247,0,6361.2,750,712.5,0,350,387.5,0,250,200.0,1,0.0,6361.2,750,350,250,0,0,0
40,小型医院10,200,1.0,0.8,1.2,0.0,0.33713611929946247,0,3348.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3348.0,750,350,250,0,0,0
41,小型医院11,200,1.0,0.8,1.2,0.0,0.33713611929946247,0,3348.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3348.0,750,350,250,0,0,0
42,小型医院12,200,1.0,0.8,1.2,0.0,0.33713611929946247,0,3348.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3348.0,750,350,250,0,0,0
43,小型医院13,200,1.0,0.8,1.2,0.0,0.33713611929946247,0,3348.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3348.0,750,350,250,0,0,0
44,小型医院14,200,1.0,0.8,1.2,0.0,0.33713611929946247,0,3348.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3348.0,750,350,250,0,0,0
45,小型医院15,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
46,小型医院16,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
47,小型医院17,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
48,小型医院18,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
49,小型医院19,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
50,小型医院2,360,1.0,0.8,1.2,0.0,0.33713611929946247,0,6026.4,750,712.5,0,350,387.5,0,250,200.0,1,0.0,6026.4,750,350,250,0,0,0
51,小型医院20,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
52,小型医院21,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
53,小型医院22,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
54,小型医院23,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
55,小型医院24,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
56,小型医院25,200,1.0,0.8,1.2,0.0,0.3934577006507593,0,3906.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3906.0,750,350,250,0,0,0
57,小型医院3,340,1.0,0.8,1.2,0.0,0.3371361192994624,0,5691.5999999999985,750,712.5,0,350,387.5,0,250,200.0,1,0.0,5691.5999999999985,750,350,250,0,0,0
58,小型医院4,320,1.0,0.8,1.2,0.0,0.33713611929946247,0,5356.8,750,712.5,0,350,387.5,0,250,200.0,1,0.0,5356.8,750,350,250,0,0,0
59,小型医院5,300,1.0,0.8,1.2,0.0,0.33713611929946247,0,5022.0,750,712.5,0,350,387.5,0,250,200.0,1,0.0,5022.0,750,350,250,0,0,0
60,小型医院6,280,1.0,0.8,1.2,0.0,0.33713611929946247,0,4687.2,750,712.5,0,350,387.5,0,250,200.0,1,0.0,4687.2,750,350,250,0,0,0
61,小型医院7,260,1.0,0.8,1.2,0.0,0.33713611929946247,0,4352.4,750,712.5,0,350,387.5,0,250,200.0,1,0.0,4352.4,750,350,250,0,0,0
62,小型医院8,240,1.0,0.8,1.2,0.0,0.33713611929946247,0,4017.6,750,712.5,0,350,387.5,0,250,200.0,1,0.0,4017.6,750,350,250,0,0,0
63,小型医院9,220,1.0,0.8,1.2,0.0,0.3371361192994624,0,3682.8,750,712.5,0,350,387.5,0,250,200.0,1,0.0,3682.8,750,350,250,0,0,0
64,私立医院1,2500,0.8,0.8,1.2,0.75,0.33713611929946247,0,41850.0,750,712.5,0,350,387.5,0,250,200.0,1,0.75,41850.0,750,350,250,0,0,0
65,私立医院2,2000,0.8,0.8,1.2,0.6,0.33713611929946247,0,33480.0,750,712.5,0,350,387.5,0,250,200.0,1,0.6,33480.0,750,350,250,0,0,0
66,私立医院3,800,0.8,0.8,1.2,0.4,0.5432,0,22320.0,750,712.5,0,350,387.5,0,250,200.0,1,0.4,22320.0,750,350,250,0,0,0
67,私立医院4,500,0.8,0.8,1.2,0.25,0.5432,0,13950.0,750,712.5,0,350,387.5,0,250,200.0,1,0.25,13950.0,750,350,250,0,0,0
68,私立医院5,300,0.8,0.8,1.2,0.18,0.6283795620437957,0,10044.0,750,712.5,0,350,387.5,0,250,200.0,1,0.18,10044.0,750,350,250,0,0,0
